balance,income,default
-0.018061273179790758,-0.3311402662554444,0.0
-1.687479675944193,2.194023307703287,
-0.12391676800069133,-0.2882735464256866,0.0
0.15566999466989778,0.992420273522052,0.0
0.4494847642292545,-1.6731921010264783,
-0.008872824143164546,-0.006971977800236945,
-0.004147240744955138,-0.4344026118825219,0.0
0.0616188025093412,-1.2978710072382145,0.0
-1.0529654907597688,-1.2357369841049737,0.0
-0.40255801146451725,-1.5845589402160396,
0.16442887630013933,-0.4979366244573352,0.0
-0.8579622807768141,-0.658918831740734,
0.8081419417436932,-0.7749000220620365,0.0
1.1088944106141394,-1.6615580405362524,
1.841943938025743,-0.8287955559050847,0.0
-0.3997518984869377,-1.081198077915252,0.0
-1.7310327554682328,0.9779501452022894,0.0
-0.8924702885464628,1.6404731060980813,0.0
1.124394058437173,0.17110142467289474,0.0
-0.17064275717026556,1.2540313320081822,0.0
-0.7596439933770106,0.7415685086358075,
2.3890728010539246,-0.5853551031960224,
1.981821538558973,-1.1935183458126366,0.0
0.517377569731854,-1.0515986025312283,0.0
-0.4910225510696982,1.5382493228958907,0.0
-1.1901849488328333,0.10581543119021956,0.0
-1.7310327554682328,0.6016780579942067,0.0
1.0724402144813256,0.1759096154425246,
0.4532040105806093,-0.7474086866968724,0.0
-1.7310327554682328,-0.5646515625602428,0.0
0.4006661866867229,-0.9364917754303771,0.0
-0.8868750105240483,-0.25635043071386365,0.0
-0.3075569035438431,0.18678040854878505,0.0
-1.4038024203522175,-0.6737082029224454,0.0
-0.9630346378636893,-0.6491680054813015,0.0
1.330522936340378,-1.0285944661931465,
1.7233019853909664,0.23733231615972056,0.0
1.4326496356126102,0.17106756399839376,0.0
1.8786459271824396,-0.9377898342147684,
0.8819963920607371,-0.8850463696201692,0.0
0.2831517641205913,-0.01670202749028803,0.0
-1.5483222723793362,1.0771785662255735,0.0
1.9377562819968739,1.0560741951789445,
0.5750823150407863,0.5023699735625304,0.0
-1.276816678574561,1.1569302838900175,0.0
-0.7160520102148995,-0.6063426941921074,0.0
1.1255875892008569,0.6759137419524226,0.0
2.6672169304342117,-1.598007311119008,0.0
0.5790243667569065,1.0270853427658688,0.0
-1.6615268637453702,-0.2248297797856466,0.0
-0.25805185295598737,-1.137285492799209,0.0
-0.7560112822862991,1.8574038158798931,0.0
-0.9066513675108384,1.3489743053952843,0.0
0.23801977486098572,0.6412811428385092,0.0
-1.0185498986939827,0.7604615123375166,
-1.7310327554682328,0.634894087306896,
-0.4110884002918293,-1.4657670512735685,0.0
-1.7310327554682328,1.8478811260259056,0.0
0.8835200375142911,-1.689408380948313,0.0
-1.2610735275425478,1.9560647932673048,0.0
-0.6599313770969539,0.7470418630849256,
0.10147649481419826,0.7501032255298448,0.0
1.2697282820892095,-1.0739140005356562,0.0
-1.7310327554682328,-1.0292752505621285,0.0
-0.6183726041288428,1.3797534072530564,
-1.3466802189637836,0.5500948668310733,0.0
0.44331048734771833,0.9121668196239809,0.0
2.670706993778266,-1.1009408761531234,0.0
0.044961720570904716,0.7967444709777326,0.0
-0.042280815341293264,1.1249610646545105,0.0
-0.8707865188247463,1.0687092541524972,0.0
-1.5748404547667934,1.3942802869028155,0.0
0.03062668539288163,-0.6404865582068869,0.0
0.6742171745082649,-0.09699695292579695,0.0
0.04418682273006244,0.07077089758288174,
0.8251338896169679,1.360690875107828,0.0
-1.1334502334193064,-1.3514401682180965,0.0
0.49005090796335915,0.6612117625563665,
-0.4876397176621422,0.6778899116093781,0.0
0.7067976114396851,1.1124532463989953,0.0
0.8214600135890715,-1.2004688877299996,0.0
-1.0885329064510585,0.6511636773366887,0.0
1.1084621072113465,-0.7180422502255881,0.0
-0.1400692200371318,-0.02249194914960149,0.0
1.6338710723351109,-0.8773866828137339,0.0
-0.5828733523949656,1.2838141658480642,0.0
-1.612684489065351,0.14514094911512831,0.0
-0.1765962090405932,-1.6376516313430682,0.0
0.19143648546318173,-1.277706531220081,0.0
0.1667461865460753,0.235784083720062,
-1.7310327554682328,0.07819363219860605,0.0
0.8157819438421269,0.7627164321989655,0.0
0.808355088524805,-0.08626522452563067,0.0
-1.0459580096091468,-1.177879987018756,0.0
1.334309233882116,1.1316812483587924,
-0.015873417924315937,0.03510288827299078,0.0
-1.4261947780067823,-1.5551865087544123,0.0
-0.9860242182139617,1.0595419938951365,0.0
-0.5679998363135954,0.4207246673357607,
-0.17014788303773803,2.6441571741065393,0.0
-0.534921140031282,-0.505382669373392,0.0
-0.045703814868027035,-0.5285038326334218,0.0
-0.3050912704328101,-0.3412216655308979,0.0
-1.7310327554682328,0.6999662538151354,0.0
2.1218474648098526,0.3655390412281055,0.0
-0.155381512288194,-0.9406283613368953,
-1.2072887030140762,0.3721406646118969,0.0
0.3552747645617729,0.25260707270643606,0.0
-0.1325257308675186,-0.8821714114804766,0.0
-1.5732454193609522,2.041819720387542,0.0
1.6482469990827662,-1.180956107189365,0.0
0.09505801281898096,-1.604632675549933,0.0
-1.7310327554682328,0.22934701798604434,0.0
-0.0029009247510370455,-1.0257642551452208,0.0
-0.5252220132839521,-0.5675381862090719,0.0
0.3549875196486875,1.4433559645377423,0.0
1.1981740577594107,-0.893240601913046,
-0.9603677580069457,-0.6127622549719551,
-1.4424593852533067,-1.5335283880216042,0.0
0.25388238612191,0.5369469253514376,0.0
-0.3327049545129681,-0.4204110653864199,0.0
1.891652999153274,-1.1944607134537943,0.0
0.5733390448622406,1.7317796778481607,0.0
0.15839133247239293,1.109607398899266,0.0
-0.6181398406881161,1.6680756641614265,0.0
